brand,platform,tone_text
etude,youtube,"구름 위에 있는 기분이 바로 이런걸까?
몽실몽실➰☁️ 포근포근〰️☁️
에뛰드와 라이즈의 #클라우드필터쿠션 🩵
촬영 현장 비하인드📽️ 대 공 개✨

#에뛰드 #에뛰드신상 #라이즈 #에뛰드X라이즈 #클라우드필터쿠션 #에뛰드쿠션 #구름결쿠션 #올영쿠션추천 #구름결뽀용쿠션 #oliveyoung #올영쿠션 #ETUDE #RIIZE #ETUDExRIIZE #CloudFilterCushion #エチュード"
etude,youtube,"아직도 미묘한 웜 쿨 사이에서 헤매는 너!
착붙 TONE℃ 를 찾아줄🔍
명탐정 라이즈🕵🏻를 소개할게🙌🏻

24컬러의 실패 없는 미지근 스펙트럼,
라이즈가 찾아주는 착-붙 싱글 섀도우🔍
🎀에뛰드 🆕 #왓츠인마이아이즈 

라이즈의 멤버들이 고른 🔍왓츠 인 마이 아이즈 컬러가 궁금하다면? 우리 모두, 2월 1일 올리브영에서 만나🎵

#에뛰드 #에뛰드신상 #라이즈 #에뛰드X라이즈 #왓츠인마이아이즈 #싱글섀도우 #쇼타로 #은석 #성찬 #원빈 #소희 #앤톤 #ETUDE #RIIZE #ETUDExRIIZE #whatsinmyeyes #エチュード"
etude,youtube,"😈 MBTEye 
#말괄량이레드
#그레이세요그럼

😈 하트 팝 블러셔
#레드스피릿
#아이스아우라
#화이트돌핀

😈 오버 글로이 틴트
08호 #매더레드
09호 #페이크레드
10호 #베러핑크
11호 #베디베이지

😈 컬러래스팅 글로우 스틱07호 #로지토프
08호 #뮤티드브라운

#에뛰드#라이즈#에뛰드라이즈#에뛰드X라이즈#마이베스트톤아이팔레트#하트팝블러셔#오버글로이틴트#컬러래스팅글로우스틱#에뛰드신상#올영추천템#올리브영추천템#쇼타로#원빈#성찬#소희#은석#앤톤 #ETUDE#RIIZE#ETUDExRIIZE#NotBadCollection#SHOTARO#WONBIN#SUNGCHAN#SOHEE#EUNSEO"
etude,youtube,"✔️컬 픽스 마스카라 #가닥볼륨 과 함께한
🖤블랙&화이트🤍룩의 라이즈 멤버들😍

라이즈 멤버들의 사랑스러운 속눈썹을 
한 올 한 올~ 더욱 또렷하게 만들어준💪🏻💖
에뛰드 컬 픽스 마스카라 #가닥볼륨  올리브영에서 만나보세요~!

❣️한층 더 깊고 또렷해진
❣️라이즈 멤버들의 눈망울의 비법은?
❣️바로 에뛰드 컬 픽스 마스카라 #가닥볼륨

#에뛰드 #라이즈 #에뛰드라이즈 #컬픽스마스카라 #컬픽스마스카라가닥볼륨 #성찬 #원빈 #쇼타로 #앤톤 #소희 #은석 #올영마스카라 #올영추천템 #ETUDE #RIIZE #CurlFixMascara #SUNGCHAN #WONBIN #SHOTARO #ANTON #SOHEE #EUNSEOK"
etude,youtube,"🤎 뉴트럴한 음영의 정석, #최애의I
🧡 코랄&브론즈 러버 저격, #만인의E상형
💗쿨톤러 must have, #E건I잖아

함께 증정된 2구 피스를 갈아 끼우면
또다른 매력을 뿜어낼 수 있는
에뛰드의 신상, 𝗠𝗕𝗧𝗘𝘆𝗲 팔레트 ❤ه❤

👉🏻1월 29일부터 올리브영에서
단독 런칭 프로모션으로 만나보세요 ♪♪(oᐛ)o～♪♪

#에뛰드 #Etude #에뛰드MBTEye컬렉션 #MBTEye #플레이컬러아이즈 #엠비티아이 #마베톤 #에뛰드섀도우 #최애의아이 #이건아이잖아 #만인의이상형 #올리브영 #올리브영섀도우 #올영추천"
etude,youtube,"셀러뷰리티 with 카즈하 OPEN😍
블랙보다 힙한! #쿨핑스모키 셀러뷰리티 컬렉션
카즈하처럼 쿨하고 힙한 핑크 스모키 무드를 만들어줄
셀러뷰리티 Cool Stage 드디어 OPEN! ＼＼\୧ ⍢⃝ ୨//／／

23.09.25 오늘은.. 쿨톤 걸들의 역사적인 하루로 기억되리라…🎇

올가을. 화보 속 카즈하의 그윽한 핑크 메이크업에
도전해보고 싶다면!? 망설이지 말고 올영으로 달려가기!
₍₍ (ง ˙ω˙)ว ⁾⁾ 헛둘헛둘 ₍₍ (ง ˙ω˙)ว ⁾⁾ 헛둘헛둘

#ETUDE #에뛰드 #셀러뷰리티 #쿨스테이지 #celebeaurity #coolstage #에뛰드플레이리스트 #makeyourplaylist #플레이컬러아이즈
#글로우픽싱틴트 #하트팝블러셔 #카즈하 #플레이컬러아이즈팔레트 #아이팔레트 #픽싱틴트 #에뛰드뮤즈 #에뛰드카즈하 #르세라핌카즈하 #エチュード #伊蒂之屋 #KAZUHA"
etude,youtube,"아이돌 메이크업 아티스트 “나겸쌤” 자문으로 탄생한 
플레이 컬러 아이즈 #레트로스트릿 💿🧡
요즘 Y2K 느낌의 “감성 필터 메이크업” 으로 
마치 빛바랜 폴라로이드로 찍어낸 너낌….✨

✔팔레트 하나로 아이-치크- 하이라이터까지 가능!
✔요즘 너낌의 “레트로핑크룩” 과 “코랄스트릿” 룩 다양하게 연출 가능! 

한정으로 나온 픽싱틴트 샤인 #레트로브라운은 
트렌디하고 힙한 브라운 컬러로 레트르스트릿과 매치하면 요즘 아이돌 그 잡채😝💕
 
5/15 ~ 5/21 네이버 단독 론칭과 함께 신상위크로 더 다양한 혜택 만나보세요~ 놓치면 손해라구요🎁"
etude,youtube,"출시한지 약 1년! 벌써 73만개*나 판매되었다구~ 🏆
올리브영 대표 선크림 ✨ 순정 디렉터 선크림!✨
자외선 차단지수 검증**은 물론! 피부에도 순하게***~
5월 한달간 올리브영에서 단독 1+1에 증정까지 만나보세요~
*실적 집계기간 : 2022.03.01~2023.03.31
**자외선 차단지수 인체적용시험 완료
***동물성원료 등 성분 무첨가, 저자극 검증 테스트 완료"
etude,youtube," #FixingTint #픽싱틴트
[ETUDE] #FixingTint
𝗙𝗶𝘅𝗶𝗻𝗴 𝗧𝗶𝗻𝘁💋𝘁𝗵𝗮𝘁 𝗱𝗼𝗲𝘀𝗻'𝘁 𝘀𝗺𝘂𝗱𝗴𝗲🙅🏻‍♀️𝗲𝘃𝗲𝗻 𝗼𝗻 𝗺𝗮𝘀𝗸😷
마스크😷에 잘 묻어나지 않는🙅🏻‍♀️ 립틴트💋

대세틴트 #픽싱틴트 유명한거 다 알지?
226만 유튜버 이사배님도 추천한 바로 그 틴트!
입술에 착붙!💋✨  묻어남이 거의 없는 지속력 甲 틴트!
지금 에뛰드에서 만나보세요~!!
"
laneige,instagram,"2025년도 라네즈와 함께해 준 여러분께
고마운 마음을 담아 전하는 2025년 마지막 메시지

:¨ ·.· ¨:
`· . 𐙚

𝗛𝗔𝗣𝗣𝗬 𝗡𝗘𝗪 𝗬𝗘𝗔𝗥

2026년도 함께해 주실 거죠❔"
laneige,instagram,"삐삑-! 입력이 완료되었습니다🤖

새로운 [워터뱅크 라인]을 확인하겠습니까?

Beep beep! Your entry is complete🤖

Ready to check out the new [Water Bank Line]?

NEW Water Bank Line
What’s Next?"
laneige,instagram,"NEW Water Bank Line
What's Next?

𝗖𝗢𝗠𝗜𝗡𝗚 𝗦𝗢𝗢𝗡"
laneige,instagram,"크리스마스 트리 꾸미기
with. 라네즈 미니
⋆꙳·❅*🎄🎀*❆·꙳⋆

너무 눈부셔서 눈을 뜰 수가 없고✨
너무 귀여워서 눈을 뗄 수가 없어💗

Decorating a Christmas tree
with Laneige minis
⋆꙳·❅*🎄🎀*❆·꙳⋆"
laneige,instagram,"찬 바람에 피부가 따가운 겨울,
꼭 챙겨 바르는 라네즈 보습템❄

🤍크림스킨
건조한 겨울에도 화잘먹! 120시간 속보습

💙워터뱅크 인텐시브 크림
극건조, 붉은기*, 각질 들뜸까지 탄탄장벽 보습

❤️립 슬리핑 마스크
밤 사이 입술 각질을 부드럽게 녹여 매끈보습케어

🩵워터 슬리핑 마스크
자는 동안 깊고 오래가는 수분진정 집중케어

겨울 스킨케어에서 빠지면
팥 없는 찐빵, 속 없는 만두와 같은
여러분의 1등 보습템은 무엇인가요?⋆❅*:｡☃︎𓏲ּ

When winter winds sting your skin, Laneige’s must have moisturizers❄

🤍Cream Skin
Perfect even in the driest winter days! Up to 120 hour deep hydration

💙Water Bank Intensive Cream
Deeply moisturizes extremely dry, flaky skin and helps calm redness*

❤️Lip Sleeping Mask
Gently melts away dead skin cells overnight for smooth, hydrated lips

🩵Water Sleeping Mask
Overnight intensive care for deep, long lasting hydration

What’s the one product you can’t live without, like a steamed bun without red bean filling or a dumpling without filling?⋆❅*:｡☃︎𓏲ּ"
laneige,instagram,"찬 바람에 피부가 따가운 겨울,
꼭 챙겨 바르는 라네즈 보습템❄

🤍크림스킨
건조한 겨울에도 화잘먹! 120시간 속보습

💙워터뱅크 인텐시브 크림
극건조, 붉은기*, 각질 들뜸까지 탄탄장벽 보습

❤️립 슬리핑 마스크
밤 사이 입술 각질을 부드럽게 녹여 매끈보습케어

🩵워터 슬리핑 마스크
자는 동안 깊고 오래가는 수분진정 집중케어

겨울 스킨케어에서 빠지면
팥 없는 찐빵, 속 없는 만두와 같은
여러분의 1등 보습템은 무엇인가요?⋆❅*:｡☃︎𓏲ּ

When winter winds sting your skin, Laneige’s must have moisturizers❄

🤍Cream Skin
Perfect even in the driest winter days! Up to 120 hour deep hydration

💙Water Bank Intensive Cream
Deeply moisturizes extremely dry, flaky skin and helps calm redness*

❤️Lip Sleeping Mask
Gently melts away dead skin cells overnight for smooth, hydrated lips

🩵Water Sleeping Mask
Overnight intensive care for deep, long lasting hydration

What’s the one product you can’t live without, like a steamed bun without red bean filling or a dumpling without filling?⋆❅*:｡☃︎𓏲ּ"
laneige,instagram,"(담당자 마음속 선정) 2025 라네즈 어워즈 수상 현장

2025 라네즈 어워즈 현장에 직접 다녀왔습니다(엄근진)
네, 실제로 열렸고요. 지금 제 상태요?
그냥 도파민 과다 상태입니다.

현장에는 속보습계의 살아있는 전설, 크림스킨부터
출시와 동시에 화제템 등극한 도넛 립 세럼까지-
올해 라네즈를 빛낸 대표 제품 7종이 수상대에 올랐는데요.

이 모든 베스트 제품을 한자리에서 보게 되다니...
담당자 인생 최대 전남 영광입니다(진지)

★깜짝 속보★
바로 내일, 라네즈 어워즈 선정 베스트 제품 전부를
통 크게 쏘는 연말 선물 이벤트가
공개된다고 하니 모두 놓치지 마세요.

올 한 해 여러분의 라네즈 베스트 제품은
무엇인지 질문드리며 중계 마칩니다🎙️

(Manager’s Pick) A closer look at the 2025 Laneige Awards Ceremony

I attended the 2025 Laneige Awards in person(all serious)
Yes, it really happened. Current status, you ask?
Fully dopamine fueled.

From the living legend of moisturizing creams, Cream Skin,
to the Donut Lip Serum that became a hot topic the moment it launched-
seven of Laneige’s most iconic products of the year
were honored on the awards stage.

Seeing all these best products gathered in one place…
This truly feels like the greatest honor of my life(truly).

★Breaking News★
Tomorrow, don’t miss the year end gift event.
All the best products selected from the Laneige Awards will be revealed.

We’ll wrap up the broadcast by asking
what your best Laneige products of the year are🎙️"
laneige,instagram,"네잎클로버 키링 𝗧𝗠𝗜 (𝗧oo 𝗠uch 𝗜 love you..💚)
파우치나 가방에 달면 귀염뽀짝력 쏘 투머치해짐..(*ᴗ͈ˬᴗ͈)ꕤ*.ﾟ

올리브영에서 립 슬리핑 마스크 기획세트
or 도넛 립 세럼 기획세트 구매 시

본품 + 립 슬리핑 마스크 미니 + 미니 전용
네잎클로버 키링을 증정 중이래요!!

Four leaf clover keyring 𝗧𝗠𝗜 (𝗧oo 𝗠uch 𝗜 love you..💚)
The cuteness is overwhelming when attached to a pouch or bag..(*ᴗ͈ˬᴗ͈)ꕤ*.ﾟ

When you purchase the Lip Sleeping Mask Special Set or the Donut Lip Serum Special Set at Olive Young

you’ll receive the product + a Mini Lip Sleeping Mask + a mini exclusive four leaf clover keyring as a gift!!"
laneige,instagram,"추워도, 꼼짝하기 싫어도, 힘들어도,, 그래도 해야지!
립 슬리핑 마스크로 겨울철 각질 관리, 해야지😤

1️⃣ 건조해진 입술 위에 발라 부드럽게 각질을 녹여
매끈 탱탱하게 보습케어!
2️⃣ 케어가 필요한 팔꿈치나 피부 국소 부위에 올려
촉촉하게 각질 관리하기
3️⃣ 손톱 위에 수시로 발라 거칠어진 큐티클 잠재우기♥

올겨울 건조할 땐 립 슬리핑 마스크로
각질 관리하고 촉촉함 끌어~올려~

Even if it’s cold, even if you don’t want to move, even if it feels like too much,
you still have to do it!
Gotta exfoliate your lips with a lip sleeping mask😤

1️⃣ Apply on dry lips to gently melt away dead skin cells, leaving them soft, smooth, and plump!
2️⃣ Apply on elbows or any dry areas that need extra care for hydrating exfoliation
3️⃣ Apply around nails regularly to soften dry cuticles♥

When winter gets dry, reach for a lip sleeping mask to exfoliate~ and boost moisture~"
laneige,instagram,"띄어쓰기를하지않는이유는
네잎클로버키링과도넛립세럼을
향한내마음이여백없이빽빽해서야

어때 좀 탐나지 않아?🍀🍩
지금 올영세일에서 만날 수 있으니까 어서 달려가자!

NEW 로즈잼 • 피치 글레이즈 • 메이플 글레이즈
세 컬러만 해당인 점 알고 가기✨

ThereasonImnotusingspacesisbecauseImtooinlovewiththeFourLeafCloverKeychainandDonutLipSerum

Don’t you want one too?🍀🍩
They’re available now during the Olive Young Sale, so grab yours while you can!

NEW Rose Jam • Peach Glaze • Maple Glaze
Only these three shades are available, so keep that in mind✨"
laneige,youtube,"귀엽고 상큼하고 다 하는​
수현 공주님과의 촬영 비하인드 현장 … 🍰​

비즈 골라서 키링도 만들고,,,​
그림도 그리고 열일한 공주님 👸✨​
스트로베리 쇼트케이크 립 슬리핑 마스크는​
올리브영에서 만나보실 수 있습니다!​

She not only lovely but also professional...✨​
Behind the Scenes were filled up with laughters with lovely vibe​
Of our queen and Strawberry Shortcake Lip Sleeping Mask 🍰​

​

​

#라네즈 #AKMU이수현 #립슬리핑마스크 #스트로베리쇼트케이크 #립케어 #laneige #LEESUHYUN #LipSleepingMask #StrawberryShortcake"
laneige,youtube,"𝙀𝙉𝙅𝙊𝙔 𝘾𝙊𝙊𝙇 𝙎𝙐𝙈𝙈𝙀𝙍 🍉​
함께라면 무더위도 무섭지 않아! ​

여름의 열기를 잠재울 워터뱅크 젤크림이​
✨깜자 에디션으로 찾아왔어요✨​

부드럽게 사르르 녹는 쿨링 캡슐이 들어 있어 산뜻한데,​
자극받은 여름 피부 잠재우면서 속수분도 꽈-악 잡아주는!​

놓칠 수 없는 워터뱅크 젤크림 깜자 에디션,​
무신사에서 만나요! 👉 https://tinyurl.com/4rz8hexn ​


#라네즈 #깜자 #깜자콜라보 #라네즈워터뱅크 #워터뱅크젤크림 #워터뱅크크림 #WATERBANK #LANEIGE #GGAMJA #크림추천 #여름크림  ​"
laneige,youtube,"뮤이와 사랑에 빠질 수밖에 없는 100가지 이유….
그 중에서도 3가지만 꼽아보자면!

🩵 오브제같은 트렌디한 디자인 
🩵 반투명 케이스의 네온컬러 버튼
🩵 사용하기 편리한 듀얼 거울

뮤이 쿠션 보러가기 👉 https://buly.kr/1xyUiAF

3 Reasons why you would fall in love with MEWY
🩵 MEWY’s unique object design
🩵 Neon-colored buttons on a case
🩵 User-friendly dual mirror

#라네즈와진 #뮤이쿠션 #네오쿠션뮤이 #월와핸 #네오쿠션 #LANEIGE #NEW #Mewy #Jin #Neocushion​"
laneige,youtube,"바르는 즉시 수분이 충전되어
하루종일 촉촉한 매끈속촉 피부 완성
뮤이 쿠션! 

뮤이 쿠션 보러가기 👉 https://buly.kr/1xyUiAF

Instant moisture after application,
Finishing with semi-matte, long lasting hydration.
MATTE, MEET DEWY, MEWY! 

 ##라네즈와진 #뮤이쿠션 #네오쿠션뮤이 #월와핸 #네오쿠션 #LANEIGE #NEW #Mewy #Jin #Neocushion​"
laneige,youtube,"수분 꽉-탄탄! 핑크-톡 매끈!
24,000개*의 캡슐 세럼으로 물 차오른 탄성피부
수분탄성세럼💗

피부 탄력 케어, 안티에이징 케어가 필요 할 땐
라네즈 수분탄성세럼, 
바운시 앤 펌 세럼과 함께 해요✨

수분탄성세럼 보러가기
👉 https://buly.kr/7FQwkw6



#라네즈 #바운시앤펌세럼 #탄력케어 #수분탄성세럼 #laneige #serum #시드니스위니"
laneige,youtube,"어떤 건조한 상황에서도
초크초크함 절대 못 잃자나ㅏㅏㅏ

그럴 땐 라네즈 크림스킨을 챱챱💦
(미스트로도 한번 사용해보십숍숍숍! 👀🤍)
어디든지 함께 하쟈 크림스킨💙

🛒 [2/1~] ✨크림스킨X원지✨ 
올리브영 단독 기획전 구매 링크 : https://buly.kr/8eklpWi




#라네즈 #원지 #크림스킨 #스킨케어 #스킨케어추천 #보습토너 #Laneige #Wonji #Creamskin #Toner #koreanskincare #skincareroutinetips #kbeautyproducts"
laneige,youtube,"#laneige #SydneySweeney #스킨케어
HINT 1: pH 5가 피부의 수분 장벽을 강화한다?  YES!
HINT 2: 메이크업과 선크림을 한 번에 클렌징한다?  YES!

워터뱅크 젤 클렌저 is TRUE!👊🏻


🆕[NEW PRODUCT ALERT]🆕 Time for a True or False quiz! 🎉
Hint 1: pH5 to boost your skin's moisture barrier? 🛡️
Hint 2: Cleanses makeup and sunscreen in just one step? 🌟

Answer: Water Bank Gel Cleanser is the answer! 🏆

#라네즈 #TheLaneigeShow #워터뱅크 #피부관리 #스킨케어 #laneige #SydneySweeney #waterbank #skincare #kbeauty #skincaretips #skincareroutinetips"
laneige,youtube," #laneige #SydneySweeney #스킨케어
HINT 1: 피부를 더욱 부드럽고 매끈하게
HINT 2: 최대 100시간 동안 지속되는 수분감 
HINT 3: 피부의 수분 장벽 강화

✅ 정답은 바로 워터뱅크!


Hint 1: Helps your skin feel safer and smoother
Hint 2: Provides long-lasting hydration for up to 100 hours?
Hint 3: Strengthen your skin's moisture barrier?

Answer: Water Bank is the answer!


#라네즈 #TheLaneigeShow #워터뱅크 #피부관리 #스킨케어 #laneige #SydneySweeney #waterbank #skincare #kbeauty #skincaretips #skincareroutinetips"
laneige,youtube,"진의 라네즈 크림스킨 광고 촬영 현장!🎬 
또 한번 반할 준비 완료..😍

Follow us as Jin glows on the set of Cream Skin Lab

#라네즈 #라네즈글로벌앰버서더 #라네즈와진 #비하인드 #라네즈크림스킨 #크림스킨 #피부보습 #순한화장품 #데일리템 #환절기 #스킨케어추천 #토너추천 #홈케어추천 #속건조 #Laneige #Ambassador #laneigeandJin #Jin #Creamskin #Kskincare"
laneige,youtube,"지금 네 모습 그대로. 𝗦𝗧𝗔𝗬 𝗕𝗢𝗨𝗡𝗖𝗬 & 𝗙𝗜𝗥𝗠. 

끈적임 없는 반전 젤리 텍스쳐가 
탱글하고 부드러운 입술로 가꿔주는
바운시 앤 펌 립 트리트먼트 💕

2024년 라네즈가 새롭게 제시하는 슬로우 에이징 루틴, 
아모레 공식몰에서 지금바로 만나보세요! 

👉바운시 앤 펌 립 트리트먼트 : https://buly.kr/uSajjj 
👉바운시 앤 펌 아이 슬리핑 마스크 : https://buly.kr/7mA8zZV 
👉바운시 앤 펌 슬리핑 마스크 : https://buly.kr/7x4tyM9 






#라네즈 #바운시앤펌슬리핑마스크 #탱글생기 #시드니스위니 #슬로우에이징 #립트리트먼트 #퍼밍립  #laneige #bouncyandfirm  #liptreatment #lipcareroutine"
hera,instagram,"Your favorite HERA moment of the year?

Happy New Year with @herabeauty_official "
hera,instagram,"Weightless Sleek Shine
Weightless high oil content texture with a transparent, luminous high shine finish.
Applied with HERA Shine Enhancing Technology, the formula bursts with a refreshing surge of moisture, creating a clear and radiant glow.

얇고 가벼운 고함량 오일 텍스처가 밀착되어 투명하게 빛나는 하이샤인 광채. 수분막이 터지는 순간 상쾌하게 선명한 빛을 발하는 헤라 샤인 인핸싱 기술을 적용한 헤라 센슈얼 틴티드 샤인 립 세럼을 경험해 보세요.

#HERA
#SENSUAL Tinted Shine Lip Serum"
hera,instagram,"The color of HERA Sensual Tinted Shine Lip Serum tints the lips with the first touch, delivering a natural flush that stays bright and fresh.

입술 본연의 컬러에 맑고 투명한 생기를 더하는 헤라 센슈얼 틴티드 샤인 립 세럼을 만나보세요.

#SENSUAL Tinted Shine Lip Serum #323 CHERRY ON TOP"
hera,instagram,"@ivvyoung in Sundaze, an apricot soft pink coral with a luminous, high-shine finish 🎀

#SENSUAL TINTED SHINE LIP SERUM #220 Sudaze"
hera,instagram,"NEW SENSUAL TINTED SHINE LIP SERUM

Weightless Sleek Shine
얇게 밀착되는 하이 샤인 광채

Transfer-Resistant Color
생기있게 물들어 12시간 지속되는 컬러

Double Action Hydration
매끈한 입술을 구현하는 케어 오일 블렌드"
hera,instagram,Warm wishes from HERA 💌
hera,instagram,"@_sweenie in Purple Rum with weightless, sleek shine 💟

#SENSUAL Tinted Shine Lip Serum #55 Purple Rum"
hera,instagram,Winter must-haves
hera,instagram,"@2eesangah ’s effortless holiday look🤎
Who else is ready to glow?

#HERA Blush Stick #401 Nudist
#SENSUAL Nude Gloss #211 Glimmer
#SENSUAL Nude Gloss #138 Jazzy
#BLACK Cushion Foundation #21N1
#HERA Quad Eye Palette #NudeSwing
#HERA Perfumed Hand Cream"
hera,instagram,"HERA Perfumed Hand Cream — ultra-moisturizing care infused with three signature scents: Zeal, Velvet Night, and Persoff.

헤라의 아이코닉한 세 가지 향, 지일, 벨벳 나이트, 페르소프를 담은 핸드크림."
hera,youtube,"반짝이는 시즌이 왔어요 ✨
이번 영상에서는 헤라 홀리데이 제품을 활용해, 
피부부터 눈, 입술까지 ‘예뻐 보이는 포인트’만 쏙 모아 보여드려요.

광이 과하지 않게 반짝이고, 조명 아래에서 더 살아나는 그 특별한 홀리데이 글로우—
어떻게 만드는지 궁금하셨죠?

쿠션 하나로 분위기 확 살리고, 홀리데이 메이크업의 핵심인 빛·결·포인트 컬러까지
따라 하기 쉽도록 차근차근 담았습니다.
다가오는 모임, 파티, 연말 사진 걱정 말고 이 영상 한 번 보고 가세요...🤗
분위기까지 예뻐지는 ‘홀리데이 룩’, 같이 만들어봐요 🎄✨

✨출연 : 헤라 수석 동현쌤 & 모델 예린님 "
hera,youtube,"모공 부각? 솜털 들뜸? 리플렉션 스킨 글로우 파운데이션 실전 해결법✨
글로우 파운데이션이 왜 예쁘게 안 먹는지 👉 실제 사용자와 함께 해결해 드렸어요. 

✔️ 스킨케어 흡수만 잘해도 베이스가 달라지는 이유
✔️ 모공/끼임 잡는 부스팅 베이스 + 파우더 프라이머 활용법
✔️ 내 피부톤에 맞는 컬러 고르는 가장 쉬운 기준
✔️ 솜털 많은 사람이 피해야 하는 제형 & 도구
✔️ 글로우 파운데이션을 얇고 예쁘게 바르는 브러시 방향
"
